Date,Close,Volume,Symbol
2001-06-19,26.670000076293945,60427600,INTC
2001-06-20,27.489999771118164,43070200,INTC
2001-06-21,27.270000457763672,45895500,INTC
2001-06-22,27.510000228881836,30366800,INTC
2001-06-25,28.579999923706055,28358600,INTC
2001-06-26,28.969999313354492,34780200,INTC
2001-06-27,28.649999618530273,33729600,INTC
2001-06-28,29.639999389648438,54522800,INTC
2001-06-29,29.25,49436600,INTC
2001-07-02,30.059999465942383,38578300,INTC
2001-07-03,30.459999084472656,22120800,INTC
2001-07-05,29.84000015258789,35630900,INTC
2001-07-06,28.43000030517578,37375700,INTC
2001-07-09,28.899999618530273,30139400,INTC
2001-07-10,27.790000915527344,41241500,INTC
2001-07-11,28.059999465942383,50333800,INTC
2001-07-12,30.100000381469727,49223400,INTC
2001-07-13,30.190000534057617,42796300,INTC
2001-07-16,29.1299991607666,65739200,INTC
2001-07-17,29.899999618530273,104487600,INTC
2001-07-18,28.889999389648438,71663500,INTC
2001-07-19,29.959999084472656,54602300,INTC
2001-07-20,29.93000030517578,50444200,INTC
2001-07-23,29.0,35057400,INTC
2001-07-24,28.8799991607666,38032700,INTC
2001-07-25,29.420000076293945,35538100,INTC
2001-07-26,29.780000686645508,46221000,INTC
2001-07-27,29.219999313354492,35482900,INTC
2001-07-30,29.040000915527344,30514600,INTC
2001-07-31,29.809999465942383,50354000,INTC
2001-08-01,30.75,45023900,INTC
2001-08-02,32.11000061035156,74140400,INTC
2001-08-03,31.68000030517578,35671500,INTC
2001-08-06,30.280000686645508,54176800,INTC
2001-08-07,30.6200008392334,44101300,INTC
2001-08-08,29.610000610351562,49096000,INTC
2001-08-09,29.649999618530273,35734300,INTC
2001-08-10,29.950000762939453,33800700,INTC
2001-08-13,30.559999465942383,30830500,INTC
2001-08-14,30.350000381469727,27561900,INTC
2001-08-15,29.780000686645508,33348300,INTC
2001-08-16,30.15999984741211,38692500,INTC
2001-08-17,28.06999969482422,60330900,INTC
2001-08-20,28.200000762939453,36548500,INTC
2001-08-21,27.06999969482422,35088800,INTC
2001-08-22,27.959999084472656,42316100,INTC
2001-08-23,27.670000076293945,32548500,INTC
2001-08-24,29.079999923706055,38858200,INTC
2001-08-27,29.149999618530273,27995600,INTC
2001-08-28,28.510000228881836,54856600,INTC
2001-08-29,28.100000381469727,37922200,INTC
2001-08-30,27.1299991607666,44788800,INTC
2001-08-31,27.959999084472656,38127600,INTC
2001-09-04,26.850000381469727,54390700,INTC
2001-09-05,27.469999313354492,71243200,INTC
2001-09-06,26.100000381469727,81642600,INTC
2001-09-07,25.889999389648438,72749200,INTC
2001-09-10,26.06999969482422,51654400,INTC
2001-09-17,23.59000015258789,81412400,INTC
2001-09-18,23.469999313354492,56115100,INTC
2001-09-19,22.280000686645508,86255200,INTC
2001-09-20,20.670000076293945,70338800,INTC
2001-09-21,19.299999237060547,116397800,INTC
2001-09-24,21.309999465942383,79136200,INTC
2001-09-25,21.68000030517578,65914600,INTC
2001-09-26,20.899999618530273,48082100,INTC
2001-09-27,20.549999237060547,58791700,INTC
2001-09-28,20.440000534057617,72640600,INTC
2001-10-01,20.010000228881836,44631700,INTC
2001-10-02,19.540000915527344,52207600,INTC
2001-10-03,21.229999542236328,75582600,INTC
2001-10-04,21.549999237060547,67181500,INTC
2001-10-05,21.959999084472656,49112300,INTC
2001-10-08,22.239999771118164,36853400,INTC
2001-10-09,21.450000762939453,42528700,INTC
2001-10-10,23.059999465942383,52538600,INTC
2001-10-11,24.510000228881836,76342800,INTC
2001-10-12,25.020000457763672,64736500,INTC
2001-10-15,24.3799991607666,44391600,INTC
2001-10-16,24.959999084472656,53540600,INTC
2001-10-17,24.56999969482422,91448800,INTC
2001-10-18,24.049999237060547,49862900,INTC
2001-10-19,24.149999618530273,42197000,INTC
2001-10-22,25.299999237060547,46022200,INTC
2001-10-23,25.0,41881700,INTC
2001-10-24,25.479999542236328,41092700,INTC
2001-10-25,26.100000381469727,56318500,INTC
2001-10-26,25.860000610351562,45505200,INTC
2001-10-29,24.18000030517578,46369900,INTC
2001-10-30,23.540000915527344,52532700,INTC
2001-10-31,24.420000076293945,64549300,INTC
2001-11-01,25.940000534057617,54534000,INTC
2001-11-02,26.299999237060547,49877700,INTC
2001-11-05,26.959999084472656,42474800,INTC
2001-11-06,28.25,63152300,INTC
2001-11-07,28.290000915527344,59713700,INTC
2001-11-08,28.280000686645508,64845900,INTC
2001-11-09,27.8799991607666,40852500,INTC
2001-11-12,28.3799991607666,47878400,INTC
2001-11-13,30.049999237060547,68022300,INTC
2001-11-14,31.31999969482422,78499200,INTC
2001-11-15,30.780000686645508,58207300,INTC
2001-11-16,30.6299991607666,39647000,INTC
2001-11-19,30.989999771118164,47857300,INTC
2001-11-20,29.950000762939453,41297200,INTC
2001-11-21,30.809999465942383,55275700,INTC
2001-11-23,31.059999465942383,17574100,INTC
2001-11-26,31.8700008392334,53246100,INTC
2001-11-27,32.310001373291016,80781000,INTC
2001-11-28,31.760000228881836,61282400,INTC
2001-11-29,32.31999969482422,45961000,INTC
2001-11-30,32.65999984741211,42399600,INTC
2001-12-03,32.040000915527344,43008300,INTC
2001-12-04,32.86000061035156,44357600,INTC
2001-12-05,34.61000061035156,75429600,INTC
2001-12-06,34.15999984741211,58338000,INTC
2001-12-07,33.2400016784668,59279300,INTC
2001-12-10,32.95000076293945,41557600,INTC
2001-12-11,33.189998626708984,46751600,INTC
2001-12-12,34.08000183105469,50047800,INTC
2001-12-13,32.56999969482422,51006500,INTC
2001-12-14,33.27000045776367,46155500,INTC
2001-12-17,33.970001220703125,39108700,INTC
2001-12-18,33.810001373291016,39780800,INTC
2001-12-19,33.04999923706055,39961400,INTC
2001-12-20,31.979999542236328,49423400,INTC
2001-12-21,32.40999984741211,57817500,INTC
2001-12-24,32.02000045776367,8673800,INTC
2001-12-26,32.290000915527344,23231600,INTC
2001-12-27,32.66999816894531,22443900,INTC
2001-12-28,32.2400016784668,27584200,INTC
2001-12-31,31.450000762939453,27975400,INTC
2002-01-02,33.0,42357300,INTC
2002-01-03,35.52000045776367,91464500,INTC
2002-01-04,35.790000915527344,65032900,INTC
2002-01-07,35.27000045776367,48808800,INTC
2002-01-08,35.58000183105469,35636600,INTC
2002-01-09,35.36000061035156,59083800,INTC
2002-01-10,34.650001525878906,51679400,INTC
2002-01-11,34.54999923706055,39583200,INTC
2002-01-14,34.84000015258789,58696400,INTC
2002-01-15,34.68000030517578,57115500,INTC
2002-01-16,33.709999084472656,76428600,INTC
2002-01-17,34.529998779296875,50498800,INTC
2002-01-18,33.47999954223633,51643600,INTC
2002-01-22,31.700000762939453,52957100,INTC
2002-01-23,32.45000076293945,49429000,INTC
2002-01-24,33.20000076293945,53902500,INTC
2002-01-25,33.68000030517578,35832800,INTC
2002-01-28,33.91999816894531,29919400,INTC
2002-01-29,32.68000030517578,44733000,INTC
2002-01-30,33.86000061035156,47008900,INTC
2002-01-31,35.040000915527344,63035000,INTC
2002-02-01,34.66999816894531,39369800,INTC
2002-02-04,33.97999954223633,38594200,INTC
2002-02-05,33.79999923706055,40974500,INTC
2002-02-06,32.91999816894531,51612200,INTC
2002-02-07,32.310001373291016,46596000,INTC
2002-02-08,32.52000045776367,60722800,INTC
2002-02-11,33.56999969482422,37651700,INTC
2002-02-12,32.970001220703125,37593400,INTC
2002-02-13,33.380001068115234,36786800,INTC
2002-02-14,33.34000015258789,44874100,INTC
2002-02-15,32.290000915527344,47587600,INTC
2002-02-19,31.34000015258789,44224000,INTC
2002-02-20,31.440000534057617,63430900,INTC
2002-02-21,29.479999542236328,76409400,INTC
2002-02-22,29.530000686645508,56059600,INTC
2002-02-25,31.020000457763672,52400300,INTC
2002-02-26,30.020000457763672,61576000,INTC
2002-02-27,29.889999389648438,57714000,INTC
2002-02-28,28.549999237060547,64454700,INTC
2002-03-01,30.979999542236328,58489400,INTC
2002-03-04,31.850000381469727,57664400,INTC
2002-03-05,32.70000076293945,68035700,INTC
2002-03-06,32.959999084472656,44898700,INTC
2002-03-07,32.97999954223633,55171900,INTC
2002-03-08,34.16999816894531,70218400,INTC
2002-03-11,33.41999816894531,40275400,INTC
2002-03-12,32.9900016784668,37674800,INTC
2002-03-13,31.34000015258789,56552400,INTC
2002-03-14,30.969999313354492,39862300,INTC
2002-03-15,31.739999771118164,49693300,INTC
2002-03-18,31.6200008392334,38894600,INTC
2002-03-19,31.719999313354492,33498000,INTC
2002-03-20,30.530000686645508,51105500,INTC
2002-03-21,31.399999618530273,36841700,INTC
2002-03-22,30.59000015258789,33576400,INTC
2002-03-25,30.0,42929400,INTC
2002-03-26,30.770000457763672,37563100,INTC
2002-03-27,30.40999984741211,38028800,INTC
2002-03-28,30.40999984741211,33005100,INTC
2002-04-01,31.170000076293945,32592200,INTC
2002-04-02,30.030000686645508,37849000,INTC
2002-04-03,29.8700008392334,42763300,INTC
2002-04-04,30.59000015258789,43744800,INTC
2002-04-05,30.049999237060547,32757200,INTC
2002-04-08,29.93000030517578,45247300,INTC
2002-04-09,28.459999084472656,61982800,INTC
2002-04-10,29.260000228881836,60569500,INTC
2002-04-11,28.940000534057617,42024500,INTC
2002-04-12,28.389999389648438,40682600,INTC
2002-04-15,28.110000610351562,42941400,INTC
2002-04-16,29.510000228881836,60448200,INTC
2002-04-17,30.639999389648438,63790400,INTC
2002-04-18,30.450000762939453,45465200,INTC
2002-04-19,30.100000381469727,34806900,INTC
2002-04-22,30.059999465942383,34145800,INTC
2002-04-23,29.540000915527344,42582500,INTC
2002-04-24,28.90999984741211,38224600,INTC
2002-04-25,29.09000015258789,49886000,INTC
2002-04-26,28.1200008392334,39343600,INTC
2002-04-29,28.040000915527344,40652200,INTC
2002-04-30,28.610000610351562,45052800,INTC
2002-05-01,28.6299991607666,46014800,INTC
2002-05-02,27.8700008392334,41815600,INTC
2002-05-03,26.559999465942383,50945400,INTC
2002-05-06,25.780000686645508,44269700,INTC
2002-05-07,26.149999618530273,55914400,INTC
2002-05-08,28.979999542236328,58152400,INTC
2002-05-09,28.239999771118164,41394900,INTC
2002-05-10,27.010000228881836,43997500,INTC
2002-05-13,28.520000457763672,40695200,INTC
2002-05-14,30.149999618530273,57087400,INTC
2002-05-15,30.239999771118164,53419600,INTC
2002-05-16,30.770000457763672,37284100,INTC
2002-05-17,31.200000762939453,53195200,INTC
2002-05-20,30.190000534057617,37234800,INTC
2002-05-21,29.06999969482422,48063600,INTC
2002-05-22,29.59000015258789,41216600,INTC
2002-05-23,29.389999389648438,42332100,INTC
2002-05-24,28.65999984741211,26029600,INTC
2002-05-28,28.350000381469727,42888200,INTC
2002-05-29,27.270000457763672,35346600,INTC
2002-05-30,27.420000076293945,40982400,INTC
2002-05-31,27.6200008392334,38515500,INTC
2002-06-03,26.6200008392334,34869600,INTC
2002-06-04,27.5,49303700,INTC
2002-06-05,28.18000030517578,41646700,INTC
2002-06-06,27.0,53854700,INTC
2002-06-07,22.0,151697500,INTC
2002-06-10,21.06999969482422,67962100,INTC
2002-06-11,20.219999313354492,69932400,INTC
2002-06-12,21.579999923706055,76957400,INTC
2002-06-13,21.110000610351562,49372400,INTC
2002-06-14,21.280000686645508,50410100,INTC
2002-06-17,22.559999465942383,53044600,INTC
2002-06-18,22.020000457763672,51943800,INTC
2002-06-19,20.09000015258789,65481800,INTC
2002-06-20,19.239999771118164,76656900,INTC
2002-06-21,18.729999542236328,80815300,INTC
2002-06-24,19.329999923706055,70345000,INTC
2002-06-25,18.31999969482422,68249700,INTC
2002-06-26,18.610000610351562,84988500,INTC
2002-06-27,18.649999618530273,72620200,INTC
2002-06-28,18.270000457763672,63858200,INTC
2002-07-01,17.540000915527344,48681300,INTC
2002-07-02,16.56999969482422,77807700,INTC
2002-07-03,17.75,63562800,INTC
2002-07-05,19.540000915527344,34149100,INTC
2002-07-08,18.5,57648600,INTC
2002-07-09,17.959999084472656,53507600,INTC
2002-07-10,16.809999465942383,73848000,INTC
2002-07-11,18.25,89828400,INTC
2002-07-12,17.989999771118164,74887900,INTC
2002-07-15,19.1200008392334,79892000,INTC
2002-07-16,18.360000610351562,98863000,INTC
2002-07-17,19.440000534057617,96553800,INTC
2002-07-18,19.190000534057617,57109500,INTC
2002-07-19,18.649999618530273,62042100,INTC
2002-07-22,18.260000228881836,77366100,INTC
2002-07-23,17.809999465942383,71030900,INTC
2002-07-24,18.700000762939453,83101300,INTC
2002-07-25,17.479999542236328,80606500,INTC
2002-07-26,17.809999465942383,57020100,INTC
2002-07-29,18.889999389648438,55085100,INTC
2002-07-30,18.969999313354492,60407100,INTC
2002-07-31,18.790000915527344,54030300,INTC
2002-08-01,17.559999465942383,55134100,INTC
2002-08-02,16.709999084472656,55576300,INTC
2002-08-05,15.880000114440918,59625800,INTC
2002-08-06,17.1299991607666,83272800,INTC
2002-08-07,17.719999313354492,71381700,INTC
2002-08-08,18.3799991607666,60914400,INTC
2002-08-09,17.860000610351562,45576200,INTC
2002-08-12,17.530000686645508,35477300,INTC
2002-08-13,16.700000762939453,48730600,INTC
2002-08-14,18.290000915527344,55038600,INTC
